"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000005022",1300.3667432696,-0.0771831871458376,0.11683724343132,-0.660604314849379,0.508866101171184,0.791612284134183,"SLC25A5"
"ENSG00000005059",215.744400092371,0.223333742293039,0.257310943901323,0.867952753609601,0.385420197713642,0.702642602565008,"MCUB"
"ENSG00000005073",0.424982332670398,-1.07930584775548,2.57996149659589,-0.418341843155242,0.675697200639789,NA,"HOXA11"
"ENSG00000005075",614.656589191918,0.0987774136474173,0.160701421366323,0.614664218944597,0.538776494395643,0.809920841782997,"POLR2J"
"ENSG00000005100",502.327471136299,0.314431906569698,0.130839049901072,2.40319619263089,0.0162524652839947,0.0976763953008387,"DHX33"
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA,"MEOX1"
"ENSG00000005108",12.5069565681574,0.931827302368346,0.623868422499059,1.49362793301139,0.135272894322085,0.396788976724802,"THSD7A"
"ENSG00000005156",284.201575596381,-0.385472964535935,0.204303015031829,-1.88677080695985,0.0591911592505112,0.236926683480829,"LIG3"
"ENSG00000005175",347.42491006876,-0.199143134585087,0.288695838201675,-0.689802581933899,0.490318344783191,0.778689635543404,"RPAP3"
"ENSG00000005187",26.7924966379797,-0.327508993597663,0.412427837629901,-0.794100115743299,0.427137150249103,0.735981014297871,"ACSM3"
"ENSG00000005189",79.0300154216569,-0.439827350123988,0.271060708686245,-1.62261565778274,0.104671591229993,0.341377932002192,"REXO5"
"ENSG00000005194",458.750922474384,0.128001741705939,0.161082372387492,0.794635314893578,0.426825669501608,0.735640427348095,"CIAPIN1"
"ENSG00000005206",687.428245938322,0.101318640261953,0.139395343075345,0.72684379568684,0.467321650719076,0.763887983489831,"SPPL2B"
"ENSG00000005238",705.733199499233,-0.205823448701703,0.115317922871126,-1.78483485981379,0.0742881071378783,0.273654518345968,"FAM214B"
"ENSG00000005243",993.989596404182,-0.106568991209124,0.185247669805735,-0.575278443830795,0.565102997747316,0.829196969717208,"COPZ2"
"ENSG00000005249",301.336933757971,0.660281695683295,0.225584944250255,2.92697590203895,0.00342275400145591,0.0300153503846322,"PRKAR2B"
"ENSG00000005302",469.935385547665,0.19028674103671,0.159043372107695,1.19644558911804,0.23152271974933,0.540926610042084,"MSL3"
"ENSG00000005339",2604.13968768159,-0.104401290810058,0.135772878583403,-0.768940689034048,0.441928521062199,0.7473040484759,"CREBBP"
"ENSG00000005379",158.961412885247,0.120941680592481,0.284870375535701,0.424549868918624,0.671164844357515,0.889136035195617,"TSPOAP1"
"ENSG00000005381",7.12408517617175,1.17019109110573,1.30318497919373,0.89794703728838,0.369213786051228,0.688514675140899,"MPO"
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA,"PON1"
"ENSG00000005436",302.967289999217,0.15695845987611,0.139197268305929,1.1275972710265,0.259490039737995,0.575404663792094,"GCFC2"
"ENSG00000005448",234.244457375311,0.280155940375242,0.158290991455753,1.76987924454029,0.0767472590895844,0.279765677229779,"WDR54"
"ENSG00000005469",422.232491862876,-0.273993745235613,0.243918522860825,-1.12330028085628,0.261309984583667,0.578240177216432,"CROT"
"ENSG00000005471",33.2839581855106,-1.2291682251579,0.509497843510994,-2.4125091809763,0.0158431384238796,0.0958635046167253,"ABCB4"
"ENSG00000005483",1867.57277020935,0.0138036672471309,0.131024621238239,0.105351705020631,0.916096736535304,0.980213147075863,"KMT2E"
"ENSG00000005486",856.445860419445,-0.151783516444292,0.189514903129619,-0.800905437713675,0.423186391873513,0.733653847202944,"RHBDD2"
"ENSG00000005513",4.19025057528613,-0.664736558009519,1.01926333414488,-0.65217352154358,0.514289239245731,NA,"SOX8"
"ENSG00000005700",579.449582755315,-0.0875213001749401,0.132871316343469,-0.658692203731161,0.510093440375274,0.792542391275506,"IBTK"
"ENSG00000005801",220.819344240061,-0.245459543337049,0.221062041620143,-1.11036495247261,0.26684179436052,0.584848266380518,"ZNF195"
"ENSG00000005810",2862.99024994653,-0.0627163201261773,0.120428838482205,-0.520774931624409,0.602523568219064,0.852744671292687,"MYCBP2"
"ENSG00000005812",1499.03049853399,0.408597266965262,0.171640902710833,2.38053552802407,0.0172874939175064,0.102143557926251,"FBXL3"
"ENSG00000005844",3.21951546901152,-0.938820856116884,1.14106009313151,-0.82276197526144,0.410643364092892,NA,"ITGAL"
"ENSG00000005882",1066.40685200078,-0.12792121965528,0.145626388618657,-0.878420599924776,0.379715509218619,0.696943030716722,"PDK2"
"ENSG00000005884",1294.27596518976,0.333534610570151,0.276385914343839,1.20677137748495,0.227520201854716,0.535363190406641,"ITGA3"
"ENSG00000005889",800.115454708102,0.0162935041241229,0.227737419989349,0.0715451335353008,0.942963905198556,0.987180946877151,"ZFX"
"ENSG00000005893",5133.58060707205,0.0430750841642137,0.0826537025138982,0.521151295756783,0.602261379519449,0.852671299348562,"LAMP2"
"ENSG00000005961",10.2882547896421,-0.619825996164379,0.637162035120891,-0.972791789213834,0.330656794314342,0.65508169782675,"ITGA2B"
"ENSG00000005981",6.43695995371267,-0.629660589474212,0.791461646074,-0.795566775215966,0.426283884421371,0.735327755576677,"ASB4"
"ENSG00000006007",2603.73463702376,0.180766888487482,0.146935671132378,1.23024509361395,0.218605338274611,0.523391669229785,"GDE1"
"ENSG00000006015",386.908775735769,-0.0531753089062265,0.320225246674663,-0.166055954233523,0.868112916258627,0.966928225211801,"REX1BD"
"ENSG00000006016",160.452316906975,0.192130228474213,0.492961494174278,0.389746929009203,0.696723690863909,0.90151512329644,"CRLF1"
"ENSG00000006025",160.463406583492,-0.652554449513718,0.315117796724715,-2.07082702499277,0.0383749637391926,0.175635896931541,"OSBPL7"
"ENSG00000006042",3151.10977435982,0.00904108798097293,0.0981757526581624,0.0920908445943169,0.92662586249738,0.982441569569208,"TMEM98"
"ENSG00000006047",0.673880264953231,-0.288306756996098,2.1098145537863,-0.136650283542077,0.891307228750514,NA,"YBX2"
"ENSG00000006059",0,NA,NA,NA,NA,NA,"KRT33A"
"ENSG00000006062",258.268778963446,-0.58418774297747,0.273250265698786,-2.1379219576732,0.0325230778012305,0.157172073400598,"MAP3K14"
"ENSG00000006071",0,NA,NA,NA,NA,NA,"ABCC8"
"ENSG00000006116",0.450684746143017,-1.01557481337318,3.11273787639356,-0.326264161552156,0.74422450086225,NA,"CACNG3"
"ENSG00000006118",458.98540697157,-0.549888031250213,0.221087706476847,-2.48719406435111,0.0128755142182718,0.0825007550487912,"TMEM132A"
"ENSG00000006125",6730.77886718365,0.0802578221066428,0.108520633967805,0.739562783336235,0.459565330943294,0.758560315926377,"AP2B1"
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA,"TAC1"
"ENSG00000006194",551.635247266725,0.111690696644565,0.102576489653478,1.0888527870458,0.276218809110212,0.59560971151098,"ZNF263"
"ENSG00000006210",15.8841012169951,0.950280858966615,0.613153845409452,1.54982451154985,0.121183642120016,0.372728345040394,"CX3CL1"
"ENSG00000006282",1394.30895675099,-0.106981510857262,0.168556605752378,-0.634691891069675,0.525629383331134,0.801090628755515,"SPATA20"
"ENSG00000006283",61.3642320498775,-1.17347598854434,0.461216295802954,-2.54430730055055,0.0109494708217043,0.0729496019989517,"CACNA1G"
"ENSG00000006327",587.259201120954,-0.146104679714181,0.321318998771447,-0.454702897347518,0.649322996173364,0.878306286581684,"TNFRSF12A"
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507721,0.800127083554548,NA,"DLX6"
"ENSG00000006432",6.99503209019926,-0.218570469689515,0.735154477425286,-0.297312301565529,0.766228090755597,0.930201711861621,"MAP3K9"
"ENSG00000006451",1108.16420749476,-0.569179432910847,0.210673560446958,-2.70171269571414,0.0068983342492261,0.0509393524932522,"RALA"
"ENSG00000006453",212.928764376348,-0.273779328579466,0.157624153527715,-1.73691228439382,0.082402654760415,0.292621306361615,"BAIAP2L1"
"ENSG00000006459",410.885814318294,0.0056017322347645,0.312433113777541,0.01792938068259,0.985695190383144,0.995787421289705,"KDM7A"
"ENSG00000006468",210.179164493274,0.0486118233411355,0.406160234261476,0.119686318946331,0.904731638347877,0.976760350375842,"ETV1"
"ENSG00000006530",277.887455661785,0.0331563429838125,0.201427477887701,0.164606851714132,0.869253437900689,0.967233898881223,"AGK"
"ENSG00000006534",1145.46216651212,0.427916517219074,0.26283303057554,1.62809261941713,0.103505248288784,0.338899614867368,"ALDH3B1"
"ENSG00000006555",4.76708315841851,-0.610574924935913,0.811459736165461,-0.752440198476358,0.451786380041609,NA,"TTC22"
"ENSG00000006576",1076.37418478476,-0.416587758401354,0.195871617873882,-2.12684085077393,0.0334333088111279,0.159841826875556,"PHTF2"
"ENSG00000006606",4.01454411368169,-0.433951441443619,0.899318507171372,-0.482533649628236,0.629426900300195,NA,"CCL26"
"ENSG00000006607",957.991889094816,0.595861867756275,0.155049298387278,3.84304781739772,0.00012151578151143,0.00197407910509932,"FARP2"
"ENSG00000006611",0,NA,NA,NA,NA,NA,"USH1C"
"ENSG00000006625",177.304447555595,-0.10871907767402,0.251336103883393,-0.432564506229716,0.665331179841989,0.886171541647926,"GGCT"
"ENSG00000006634",92.842938687114,-0.448348263028839,0.297813123724069,-1.50546845425202,0.132203681248223,0.391521862146809,"DBF4"
"ENSG00000006638",64.0929103692678,-0.485253023094398,0.293980576593245,-1.65062953722211,0.0988142437729972,0.32940909853393,"TBXA2R"
"ENSG00000006652",1086.50811752792,-0.050994053555135,0.218674034840909,-0.233196655433895,0.815608702844147,0.948787136597569,"IFRD1"
"ENSG00000006659",1.43778491344811,-0.485800066706511,1.54315218405795,-0.31481021232075,0.752905757395553,NA,"LGALS14"
"ENSG00000006695",181.541477163383,0.196125339047091,0.20279200161914,0.967125613836739,0.333481242407688,0.657518551139247,"COX10"
"ENSG00000006704",291.607449568848,-0.0413723928263433,0.23541895962493,-0.175739425967467,0.860498659865106,0.964385678782763,"GTF2IRD1"
"ENSG00000006712",1114.82190220928,-0.23893199718606,0.12978953601779,-1.84091880221615,0.0656334586134142,0.253441276081522,"PAF1"
"ENSG00000006715",2208.49179423824,-0.139604296366176,0.134201201188897,-1.04026115362167,0.298218586730323,0.620632703207011,"VPS41"
"ENSG00000006740",43.379700039727,-0.0199681066422929,0.379706564359413,-0.0525882576614926,0.958059973053813,0.991258332538473,"ARHGAP44"
"ENSG00000006744",938.900417504684,0.251716744507166,0.153812826344696,1.63651335515457,0.101732192933393,0.335076217443938,"ELAC2"
"ENSG00000006747",27.7360544388753,0.203423896658048,0.487468767187133,0.417306523722279,0.67645421738624,0.891462895626262,"SCIN"
"ENSG00000006756",545.414312401993,-0.0147902526935407,0.158859038869732,-0.0931029974672645,0.925821736147192,0.982441569569208,"ARSD"
"ENSG00000006757",168.95903743019,-0.015723031349336,0.154059171064184,-0.102058392504173,0.918710326479724,0.98100821718694,"PNPLA4"
"ENSG00000006788",11.2024027852827,2.95519551496848,1.06560131448667,2.77326564334437,0.00554967976921058,0.0433438091399575,"MYH13"
"ENSG00000006831",1095.78070752679,0.243868775847874,0.0931895487278027,2.61691122209627,0.00887294152305164,0.0621531003986235,"ADIPOR2"
"ENSG00000006837",75.3675602917904,-0.148191039973627,0.313407822351155,-0.472837719435054,0.636328961193559,0.871628395120863,"CDKL3"
"ENSG00000007001",2.00323736390909,-0.284336816378246,1.40160648895936,-0.202864940065563,0.839240598226813,NA,"UPP2"
"ENSG00000007038",0.887380960584451,0.60793716715859,1.95093899829251,0.311612596647392,0.755334959863941,NA,"PRSS21"
"ENSG00000007047",813.832894191521,-0.0377195285297944,0.175115114801608,-0.215398474155288,0.829456659535139,0.954504254100146,"MARK4"
"ENSG00000007062",2.45626676455035,-0.552454786367081,1.0251739947544,-0.538888802480236,0.589963584049977,NA,"PROM1"
"ENSG00000007080",662.955088766559,0.244243931014503,0.158819829118901,1.53786798770353,0.124080895925528,0.377881660513211,"CCDC124"
"ENSG00000007129",0,NA,NA,NA,NA,NA,"CEACAM21"
"ENSG00000007168",3974.85824788827,0.0515659604175373,0.103629116910858,0.497601079259362,0.618765242900829,0.862021920754727,"PAFAH1B1"
"ENSG00000007171",1.482516982495,-0.538357633932447,1.78161285057825,-0.302174310068382,0.762519186993925,NA,"NOS2"
"ENSG00000007174",2.70167247050387,0.38376775444157,1.02553758959819,0.37421129984317,0.708247117685871,NA,"DNAH9"
"ENSG00000007202",6545.03722366678,0.024402996207334,0.0920134025200691,0.265211322904959,0.790846672721293,0.939031896447143,"KIAA0100"
"ENSG00000007216",0,NA,NA,NA,NA,NA,"SLC13A2"
"ENSG00000007237",425.112222586833,-0.89577491974893,0.960669066386979,-0.932449009852984,NA,NA,"GAS7"
"ENSG00000007255",130.451959536511,0.270306341064398,0.242077843772495,1.11660917352863,0.264161467574267,0.581467729238953,"TRAPPC6A"
"ENSG00000007264",2.94325916834344,0.130031400370176,0.934552364357889,0.139137629232278,0.889341393582525,NA,"MATK"
"ENSG00000007306",0,NA,NA,NA,NA,NA,"CEACAM7"
"ENSG00000007312",2.07733296226224,0.627349238394867,1.53114289172572,0.409726121438473,0.682006866090721,NA,"CD79B"
"ENSG00000007314",0.779954153372703,-0.68441192839611,2.0305084949841,-0.337064301915895,0.736068427306821,NA,"SCN4A"
"ENSG00000007341",281.675425442917,0.215543122736335,0.241297072709375,0.893268701174592,0.371713294906416,0.690889277935963,"ST7L"
"ENSG00000007350",0,NA,NA,NA,NA,NA,"TKTL1"
"ENSG00000007372",40.4540315259517,0.204825778183888,0.515868221272461,0.397050583342112,0.691330159745306,0.899786595385915,"PAX6"
"ENSG00000007376",258.460977739524,0.120342124124288,0.199979269927435,0.60177299461067,0.547325253542677,0.815889521987846,"RPUSD1"
"ENSG00000007384",1823.38777953572,0.0868116423961701,0.150635484805487,0.576302738416969,0.5644105722399,0.828878881697463,"RHBDF1"
"ENSG00000007392",686.873099124053,-0.10385358750414,0.110148259293526,-0.942852734761687,0.345756233708134,0.668847426837614,"LUC7L"
"ENSG00000007402",23.7963910924727,0.739535745047949,0.519126007460772,1.42457849234963,0.154279080790971,0.430029541830362,"CACNA2D2"
"ENSG00000007516",11.2010825391975,-0.211646905104702,0.707132860684831,-0.299302884750301,0.764708953710183,0.930083544384702,"BAIAP3"
"ENSG00000007520",580.560487206145,0.0714339920940433,0.150649664792078,0.474172924265277,0.635376599460081,0.871090431260463,"TSR3"
"ENSG00000007541",653.546283118955,0.221748122228349,0.164692741640744,1.34643530746524,0.178162170657378,0.466285924315794,"PIGQ"
"ENSG00000007545",622.76848387059,0.166768350413432,0.157636929222909,1.05792691620889,0.290088762872977,0.611547722281569,"CRAMP1"
"ENSG00000007866",1620.52184915199,0.553934442516543,0.156829304497586,3.53208505445531,0.000412296721471976,0.00542188730288944,"TEAD3"
"ENSG00000007908",0,NA,NA,NA,NA,NA,"SELE"
"ENSG00000007923",977.439461349907,-0.0384289987826445,0.147719249312378,-0.260148890287004,0.794748926804799,0.94041502062052,"DNAJC11"
"ENSG00000007933",877.805740707214,0.313996093721054,0.978772381072815,0.320806042132992,0.748357380267637,0.924305684884622,"FMO3"
"ENSG00000007944",345.286662228229,-0.489789588682976,0.152313269944954,-3.21567246806524,0.00130139269493602,0.0137337918062047,"MYLIP"
"ENSG00000007952",10.1687462516428,0.809129418560559,0.573945429759036,1.4097671600944,0.158608446463927,0.437322071743414,"NOX1"
"ENSG00000007968",3.95849086572913,0.162672829285175,0.819707779073988,0.198452220947499,0.842691263396378,NA,"E2F2"
"ENSG00000008018",1517.71752051207,0.047848242181985,0.110927487472895,0.431347029235443,0.666216059506433,0.886816414613799,"PSMB1"
"ENSG00000008056",17.7167030593017,0.676010992459801,0.458090916666857,1.47571359279194,0.140020795364103,0.405173524980364,"SYN1"
"ENSG00000008083",305.072434597756,0.487460303949158,0.151922077663096,3.20862057343735,0.00133373373196939,0.0140015924355507,"JARID2"
"ENSG00000008086",372.53707879909,-0.172935134663095,0.18903470286647,-0.914832737273924,0.360279445664712,0.680032911768178,"CDKL5"
"ENSG00000008118",6.947918731314,-0.861306451252812,0.797877511327063,-1.07949708949717,0.280366190563492,0.600576643957464,"CAMK1G"
"ENSG00000008128",563.813333715399,0.133368798852196,0.368626605000595,0.36179916762107,0.717502114212819,0.909344878083907,"CDK11A"
"ENSG00000008130",1713.6319552007,0.830141241274021,0.151381734721298,5.48376092269227,4.16377397461273e-08,1.75763718723613e-06,"NADK"
"ENSG00000008196",1.08416182794751,-1.40315800749955,2.31094734597858,-0.607178700951913,0.543732325521415,NA,"TFAP2B"
"ENSG00000008197",0,NA,NA,NA,NA,NA,"TFAP2D"
"ENSG00000008226",8.16270077732332,-0.0171729682254682,0.774008258644669,-0.0221870607111337,0.982298739108059,0.995341452405399,"DLEC1"
"ENSG00000008256",3740.92435461127,1.19683520956719,0.207377584824897,5.77128531310538,7.86691420860537e-09,4.00391079800633e-07,"CYTH3"
"ENSG00000008277",19.3106346175362,-0.0241086848320377,0.474503626457018,-0.0508082203966497,0.959478340410193,0.991258332538473,"ADAM22"
"ENSG00000008282",1985.33227996644,0.286864054947142,0.139658062623129,2.05404578553587,0.0399712605037543,0.180679534199517,"SYPL1"
"ENSG00000008283",526.559923099993,0.0461206747210188,0.140836415787704,0.327476913290246,0.743307201718739,0.922352420742418,"CYB561"
"ENSG00000008294",2928.30789180736,-0.166798729203121,0.135591039368362,-1.23016041458297,0.218637040194466,0.523391669229785,"SPAG9"
"ENSG00000008300",96.2831177707404,0.526617152106842,0.302730443771694,1.73955795639765,0.0819366671960926,0.291576449729366,"CELSR3"
"ENSG00000008311",714.926322098101,1.13782474167181,0.18923885507411,6.01263805589088,1.82528268926419e-09,1.01577929036111e-07,"AASS"
"ENSG00000008323",11.0031983554828,0.405448213126395,0.583999926733217,0.694260726014802,0.48751871590514,0.777082607324317,"PLEKHG6"
